FAN0001,PA205,2024-07-27,HN01
FAN0002,PA179,2024-05-21,HN01
FAN0003,PA036,2024-06-13,HN01
FAN0004,PA250,2023-12-07,HN01
FAN0005,PA278,2024-11-04,HN01
FAN0006,PA075,2024-03-01,HN01
FAN0007,PA179,2024-08-27,HN01
FAN0008,PA252,2024-12-14,HN01
FAN0009,PA057,2023-05-18,HN01
FAN0010,PA234,2024-11-19,HN01
FAN0011,PA239,2023-02-04,HN01
FAN0012,PA231,2023-11-25,HN01
FAN0013,PA061,2023-08-27,HN01
FAN0014,PA169,2024-01-18,HN01
FAN0015,PA282,2024-12-11,HN01
FAN0016,PA036,2023-10-02,HN01
FAN0017,PA039,2024-09-19,HN01
FAN0018,PA079,2024-09-20,HN01
FAN0019,PA293,2024-08-21,HN01
FAN0020,PA057,2023-11-17,HN01
FAN0021,PA296,2023-07-14,HN01
FAN0022,PA032,2024-03-07,HN01
FAN0023,PA167,2023-07-16,HN01
FAN0024,PA249,2023-03-13,HN01
FAN0025,PA237,2024-11-07,HN01
FAN0026,PA146,2024-06-10,HN01
FAN0027,PA227,2023-08-23,HN01
FAN0028,PA154,2024-07-19,HN01
FAN0029,PA030,2023-01-27,HN01
FAN0030,PA233,2023-08-09,HN01
FAN0031,PA156,2024-09-26,HN01
FAN0032,PA120,2023-12-05,HN01
FAN0033,PA006,2023-01-09,HN01
FAN0034,PA053,2024-09-20,HN01
FAN0035,PA035,2023-07-20,HN01
FAN0036,PA113,2024-03-31,HN01
FAN0037,PA063,2023-10-13,HN01
FAN0038,PA086,2024-05-01,HN01
FAN0039,PA237,2023-05-16,HN01
FAN0040,PA104,2024-05-22,HN01
FAN0041,PA030,2023-07-15,HN01
FAN0042,PA281,2023-01-12,HN01
FAN0043,PA104,2024-05-18,HN01
FAN0044,PA176,2023-03-19,HN01
FAN0045,PA168,2023-12-23,HN01
FAN0046,PA250,2023-12-21,HN01
FAN0047,PA144,2023-04-01,HN01
FAN0048,PA150,2024-06-06,HN01
FAN0049,PA245,2023-01-28,HN01
FAN0050,PA118,2023-02-24,HN01
FAN0051,PA231,2024-10-28,HN01
FAN0052,PA095,2023-11-29,HN01
FAN0053,PA118,2023-11-30,HN01
FAN0054,PA126,2024-06-23,HN01
FAN0055,PA270,2024-06-10,HN01
FAN0056,PA243,2023-06-22,HN01
FAN0057,PA104,2023-06-15,HN01
FAN0058,PA058,2023-07-16,HN01
FAN0059,PA033,2024-11-01,HN01
FAN0060,PA084,2023-04-22,HN01
FAN0061,PA270,2024-01-29,HN01
FAN0062,PA243,2023-06-25,HN01
FAN0063,PA226,2024-02-27,HN01
FAN0064,PA137,2023-12-27,HN01
FAN0065,PA087,2023-03-03,HN01
FAN0066,PA084,2024-07-07,HN01
FAN0067,PA115,2024-04-04,HN01
FAN0068,PA054,2023-11-27,HN01
FAN0069,PA093,2023-05-21,HN01
FAN0070,PA134,2023-09-25,HN01
FAN0071,PA068,2023-11-28,HN01
FAN0072,PA065,2024-06-20,HN01
FAN0073,PA054,2024-11-30,HN01
FAN0074,PA069,2023-07-03,HN01
FAN0075,PA079,2023-10-04,HN01
FAN0076,PA205,2023-02-26,HN01
FAN0077,PA150,2024-03-25,HN01
FAN0078,PA061,2023-11-16,HN01
FAN0079,PA073,2024-03-10,HN01
FAN0080,PA170,2023-04-05,HN01
FAN0081,PA073,2023-07-11,HN01
FAN0082,PA173,2023-05-21,HN01
FAN0083,PA229,2023-02-14,HN01
FAN0084,PA062,2024-11-28,HN01
FAN0085,PA053,2023-03-06,HN01
FAN0086,PA041,2023-08-31,HN01
FAN0087,PA069,2024-08-09,HN01
FAN0088,PA243,2024-02-21,HN01
FAN0089,PA118,2024-11-18,HN01
FAN0090,PA250,2024-08-09,HN01
FAN0091,PA078,2024-12-25,HN01
FAN0092,PA272,2023-06-17,HN01
FAN0093,PA216,2023-03-03,HN01
FAN0094,PA068,2024-10-20,HN01
FAN0095,PA275,2024-05-29,HN01
FAN0096,PA228,2023-02-16,HN01
FAN0097,PA272,2024-07-04,HN01
FAN0098,PA036,2024-02-19,HN01
FAN0099,PA093,2023-06-20,HN01
FAN0100,PA245,2024-01-26,HN01
FAN0101,PA208,2023-08-27,HN02
FAN0102,PA021,2023-08-01,HN02
FAN0103,PA277,2023-03-09,HN02
FAN0104,PA058,2024-03-09,HN02
FAN0105,PA154,2024-08-29,HN02
FAN0106,PA156,2023-09-06,HN02
FAN0107,PA190,2023-05-30,HN02
FAN0108,PA105,2023-06-15,HN02
FAN0109,PA043,2023-10-08,HN02
FAN0110,PA168,2023-05-12,HN02
FAN0111,PA290,2024-01-07,HN02
FAN0112,PA199,2023-08-19,HN02
FAN0113,PA257,2024-08-02,HN02
FAN0114,PA136,2023-11-20,HN02
FAN0115,PA256,2024-04-13,HN02
FAN0116,PA225,2024-01-27,HN02
FAN0117,PA178,2024-04-11,HN02
FAN0118,PA053,2023-01-31,HN02
FAN0119,PA125,2024-06-30,HN02
FAN0120,PA100,2023-03-13,HN02
FAN0121,PA296,2023-04-13,HN02
FAN0122,PA071,2024-11-13,HN02
FAN0123,PA235,2023-12-22,HN02
FAN0124,PA207,2023-05-16,HN02
FAN0125,PA137,2024-09-25,HN02
FAN0126,PA239,2023-03-09,HN02
FAN0127,PA277,2023-07-17,HN02
FAN0128,PA290,2023-05-06,HN02
FAN0129,PA272,2023-06-21,HN02
FAN0130,PA237,2024-05-12,HN02
FAN0131,PA245,2024-02-06,HN02
FAN0132,PA231,2023-11-21,HN02
FAN0133,PA243,2024-06-26,HN02
FAN0134,PA173,2024-04-26,HN02
FAN0135,PA234,2024-09-19,HN02
FAN0136,PA043,2024-08-19,HN02
FAN0137,PA044,2024-02-21,HN02
FAN0138,PA095,2024-07-27,HN02
FAN0139,PA227,2024-09-23,HN02
FAN0140,PA076,2023-03-11,HN02
FAN0141,PA229,2023-05-29,HN02
FAN0142,PA098,2023-01-27,HN02
FAN0143,PA152,2023-05-08,HN02
FAN0144,PA235,2023-12-23,HN02
FAN0145,PA131,2024-11-22,HN02
FAN0146,PA030,2024-07-18,HN02
FAN0147,PA057,2024-03-17,HN02
FAN0148,PA136,2024-06-13,HN02
FAN0149,PA263,2024-02-19,HN02
FAN0150,PA250,2024-05-18,HN02
FAN0151,PA247,2023-12-17,HN02
FAN0152,PA278,2024-03-31,HN02
FAN0153,PA240,2023-11-16,HN02
FAN0154,PA113,2024-09-13,HN02
FAN0155,PA058,2024-03-15,HN02
FAN0156,PA263,2023-01-06,HN02
FAN0157,PA205,2024-01-08,HN02
FAN0158,PA136,2024-03-04,HN02
FAN0159,PA168,2023-12-27,HN02
