FADN00001,FAN0001,CP006,DR073,1,16.0
FADN00002,FAN0001,CP006,DR156,2,16.0
FADN00003,FAN0001,CP007,DR175,2,16.0
FADN00004,FAN0002,CP007,DR139,2,16.0
FADN00005,FAN0002,CP002,DR071,2,16.0
FADN00006,FAN0003,CP003,DR052,2,16.0
FADN00007,FAN0004,CP001,DR047,1,16.0
FADN00008,FAN0004,CP006,DR012,2,16.0
FADN00009,FAN0005,CP003,DR138,4,16.0
FADN00010,FAN0006,CP007,DR060,3,16.0
FADN00011,FAN0007,CP002,DR080,4,16.0
FADN00012,FAN0007,CP006,DR007,2,16.0
FADN00013,FAN0008,CP007,DR162,5,16.0
FADN00014,FAN0009,CP007,DR167,2,16.0
FADN00015,FAN0010,CP005,DR031,4,16.0
FADN00016,FAN0010,CP001,DR109,2,16.0
FADN00017,FAN0011,CP003,DR051,1,16.0
FADN00018,FAN0011,CP004,DR089,3,16.0
FADN00019,FAN0012,CP005,DR004,5,16.0
FADN00020,FAN0013,CP004,DR121,4,16.0
FADN00021,FAN0013,CP005,DR056,1,16.0
FADN00022,FAN0014,CP003,DR154,4,16.0
FADN00023,FAN0015,CP006,DR014,1,16.0
FADN00024,FAN0015,CP003,DR023,5,16.0
FADN00025,FAN0015,CP002,DR024,1,16.0
FADN00026,FAN0016,CP004,DR131,5,16.0
FADN00027,FAN0016,CP003,DR083,4,16.0
FADN00028,FAN0016,CP006,DR041,4,16.0
FADN00029,FAN0017,CP004,DR128,5,16.0
FADN00030,FAN0018,CP007,DR139,3,16.0
FADN00031,FAN0018,CP007,DR160,1,16.0
FADN00032,FAN0018,CP001,DR115,1,16.0
FADN00033,FAN0019,CP001,DR077,1,16.0
FADN00034,FAN0019,CP001,DR010,5,16.0
FADN00035,FAN0019,CP001,DR023,5,16.0
FADN00036,FAN0019,CP002,DR053,2,16.0
FADN00037,FAN0020,CP005,DR007,5,16.0
FADN00038,FAN0021,CP002,DR101,4,16.0
FADN00039,FAN0021,CP002,DR035,5,16.0
FADN00040,FAN0021,CP001,DR049,5,16.0
FADN00041,FAN0022,CP002,DR088,3,16.0
FADN00042,FAN0022,CP001,DR172,2,16.0
FADN00043,FAN0022,CP007,DR058,2,16.0
FADN00044,FAN0022,CP005,DR154,4,16.0
FADN00045,FAN0023,CP001,DR006,4,16.0
FADN00046,FAN0023,CP007,DR135,3,16.0
FADN00047,FAN0024,CP005,DR029,4,16.0
FADN00048,FAN0024,CP003,DR125,3,16.0
FADN00049,FAN0024,CP003,DR046,1,16.0
FADN00050,FAN0024,CP002,DR116,5,16.0
FADN00051,FAN0025,CP002,DR150,3,16.0
FADN00052,FAN0025,CP002,DR142,4,16.0
FADN00053,FAN0025,CP006,DR008,2,16.0
FADN00054,FAN0026,CP006,DR065,5,16.0
FADN00055,FAN0026,CP006,DR057,1,16.0
FADN00056,FAN0026,CP004,DR136,1,16.0
FADN00057,FAN0027,CP004,DR045,4,16.0
FADN00058,FAN0027,CP006,DR029,3,16.0
FADN00059,FAN0028,CP001,DR152,2,16.0
FADN00060,FAN0028,CP007,DR009,3,16.0
FADN00061,FAN0028,CP005,DR120,2,16.0
FADN00062,FAN0028,CP001,DR111,1,16.0
FADN00063,FAN0029,CP007,DR053,1,16.0
FADN00064,FAN0029,CP003,DR129,2,16.0
FADN00065,FAN0029,CP003,DR105,4,16.0
FADN00066,FAN0030,CP002,DR090,3,16.0
FADN00067,FAN0030,CP005,DR099,5,16.0
FADN00068,FAN0030,CP004,DR074,3,16.0
FADN00069,FAN0031,CP002,DR048,3,16.0
FADN00070,FAN0031,CP003,DR050,4,16.0
FADN00071,FAN0031,CP005,DR107,3,16.0
FADN00072,FAN0032,CP001,DR122,3,16.0
FADN00073,FAN0032,CP006,DR053,1,16.0
FADN00074,FAN0032,CP006,DR076,5,16.0
FADN00075,FAN0033,CP003,DR135,4,16.0
FADN00076,FAN0033,CP006,DR131,5,16.0
FADN00077,FAN0033,CP007,DR108,3,16.0
FADN00078,FAN0034,CP004,DR061,3,16.0
FADN00079,FAN0034,CP001,DR033,3,16.0
FADN00080,FAN0034,CP003,DR164,4,16.0
FADN00081,FAN0035,CP001,DR126,4,16.0
FADN00082,FAN0036,CP001,DR106,4,16.0
FADN00083,FAN0036,CP007,DR018,4,16.0
FADN00084,FAN0037,CP002,DR036,3,16.0
FADN00085,FAN0038,CP001,DR173,4,16.0
FADN00086,FAN0038,CP001,DR095,3,16.0
FADN00087,FAN0039,CP004,DR129,4,16.0
FADN00088,FAN0040,CP005,DR113,1,16.0
FADN00089,FAN0040,CP001,DR049,1,16.0
FADN00090,FAN0040,CP005,DR171,5,16.0
FADN00091,FAN0041,CP006,DR031,3,16.0
FADN00092,FAN0041,CP004,DR027,2,16.0
FADN00093,FAN0041,CP005,DR032,2,16.0
FADN00094,FAN0041,CP007,DR003,3,16.0
