FADS00001,FAS0001,CP007,DR290,4,16.0
FADS00002,FAS0001,CP001,DR263,1,16.0
FADS00003,FAS0001,CP005,DR288,5,16.0
FADS00004,FAS0001,CP002,DR225,4,16.0
FADS00005,FAS0002,CP005,DR345,2,16.0
FADS00006,FAS0002,CP002,DR238,4,16.0
FADS00007,FAS0002,CP005,DR227,1,16.0
FADS00008,FAS0003,CP001,DR183,5,16.0
FADS00009,FAS0004,CP002,DR301,5,16.0
FADS00010,FAS0004,CP003,DR338,2,16.0
FADS00011,FAS0005,CP002,DR348,1,16.0
FADS00012,FAS0005,CP002,DR223,1,16.0
FADS00013,FAS0005,CP004,DR318,4,16.0
FADS00014,FAS0006,CP004,DR323,2,16.0
FADS00015,FAS0007,CP001,DR188,4,16.0
FADS00016,FAS0007,CP004,DR301,4,16.0
FADS00017,FAS0007,CP006,DR267,4,16.0
FADS00018,FAS0008,CP005,DR276,2,16.0
FADS00019,FAS0008,CP003,DR245,2,16.0
FADS00020,FAS0008,CP005,DR212,3,16.0
FADS00021,FAS0009,CP007,DR330,2,16.0
FADS00022,FAS0010,CP002,DR235,5,16.0
FADS00023,FAS0010,CP005,DR332,1,16.0
FADS00024,FAS0010,CP005,DR301,5,16.0
FADS00025,FAS0010,CP006,DR257,5,16.0
FADS00026,FAS0011,CP005,DR232,5,16.0
FADS00027,FAS0011,CP001,DR251,5,16.0
FADS00028,FAS0011,CP002,DR195,2,16.0
FADS00029,FAS0011,CP005,DR260,1,16.0
FADS00030,FAS0012,CP007,DR275,2,16.0
FADS00031,FAS0013,CP006,DR194,5,16.0
FADS00032,FAS0013,CP005,DR340,2,16.0
FADS00033,FAS0013,CP003,DR265,4,16.0
FADS00034,FAS0014,CP006,DR330,5,16.0
FADS00035,FAS0014,CP002,DR247,1,16.0
FADS00036,FAS0014,CP001,DR279,4,16.0
FADS00037,FAS0015,CP004,DR296,1,16.0
FADS00038,FAS0015,CP007,DR326,4,16.0
FADS00039,FAS0016,CP005,DR349,3,16.0
FADS00040,FAS0017,CP002,DR220,1,16.0
FADS00041,FAS0017,CP004,DR348,2,16.0
FADS00042,FAS0017,CP001,DR246,1,16.0
FADS00043,FAS0018,CP004,DR181,5,16.0
FADS00044,FAS0018,CP003,DR347,4,16.0
FADS00045,FAS0019,CP005,DR224,4,16.0
FADS00046,FAS0019,CP004,DR218,3,16.0
FADS00047,FAS0020,CP002,DR190,4,16.0
FADS00048,FAS0021,CP006,DR333,3,16.0
FADS00049,FAS0022,CP003,DR273,2,16.0
FADS00050,FAS0022,CP007,DR211,4,16.0
FADS00051,FAS0022,CP001,DR213,2,16.0
FADS00052,FAS0022,CP006,DR213,5,16.0
FADS00053,FAS0023,CP001,DR209,4,16.0
FADS00054,FAS0023,CP001,DR289,5,16.0
FADS00055,FAS0023,CP003,DR235,2,16.0
FADS00056,FAS0023,CP004,DR345,5,16.0
FADS00057,FAS0024,CP005,DR325,4,16.0
FADS00058,FAS0024,CP007,DR332,4,16.0
FADS00059,FAS0025,CP004,DR200,5,16.0
FADS00060,FAS0025,CP002,DR239,2,16.0
FADS00061,FAS0026,CP002,DR332,4,16.0
FADS00062,FAS0026,CP004,DR344,3,16.0
FADS00063,FAS0027,CP007,DR269,2,16.0
FADS00064,FAS0028,CP004,DR182,5,16.0
FADS00065,FAS0028,CP001,DR249,3,16.0
FADS00066,FAS0028,CP003,DR261,3,16.0
FADS00067,FAS0029,CP004,DR206,2,16.0
FADS00068,FAS0029,CP001,DR211,4,16.0
FADS00069,FAS0029,CP005,DR192,2,16.0
FADS00070,FAS0029,CP005,DR185,3,16.0
FADS00071,FAS0030,CP004,DR295,4,16.0
FADS00072,FAS0030,CP005,DR314,3,16.0
FADS00073,FAS0030,CP005,DR264,4,16.0
FADS00074,FAS0030,CP005,DR249,2,16.0
FADS00075,FAS0031,CP002,DR350,1,16.0
FADS00076,FAS0031,CP001,DR327,3,16.0
FADS00077,FAS0031,CP005,DR188,4,16.0
FADS00078,FAS0032,CP003,DR322,3,16.0
FADS00079,FAS0032,CP004,DR220,2,16.0
FADS00080,FAS0032,CP002,DR342,4,16.0
FADS00081,FAS0033,CP007,DR200,3,16.0
FADS00082,FAS0033,CP003,DR211,2,16.0
FADS00083,FAS0034,CP007,DR217,2,16.0
FADS00084,FAS0034,CP005,DR277,2,16.0
FADS00085,FAS0034,CP003,DR286,4,16.0
FADS00086,FAS0034,CP001,DR181,2,16.0
FADS00087,FAS0035,CP001,DR304,4,16.0
FADS00088,FAS0035,CP006,DR339,4,16.0
FADS00089,FAS0036,CP002,DR310,1,16.0
FADS00090,FAS0037,CP006,DR223,3,16.0
FADS00091,FAS0038,CP007,DR339,4,16.0
FADS00092,FAS0038,CP003,DR299,2,16.0
FADS00093,FAS0038,CP005,DR267,3,16.0
FADS00094,FAS0039,CP005,DR196,3,16.0
FADS00095,FAS0039,CP007,DR325,5,16.0
FADS00096,FAS0039,CP005,DR217,2,16.0
FADS00097,FAS0040,CP002,DR241,4,16.0
FADS00098,FAS0040,CP001,DR297,4,16.0
FADS00099,FAS0040,CP005,DR248,3,16.0
FADS00100,FAS0040,CP005,DR195,1,16.0
FADS00101,FAS0041,CP002,DR321,3,16.0
FADS00102,FAS0042,CP004,DR347,5,16.0
FADS00103,FAS0042,CP003,DR221,5,16.0
FADS00104,FAS0042,CP003,DR263,3,16.0
FADS00105,FAS0042,CP007,DR220,3,16.0
FADS00106,FAS0043,CP007,DR295,5,16.0
FADS00107,FAS0043,CP001,DR246,3,16.0
FADS00108,FAS0043,CP004,DR291,2,16.0
FADS00109,FAS0043,CP004,DR269,5,16.0
FADS00110,FAS0044,CP006,DR194,2,16.0
FADS00111,FAS0044,CP006,DR209,5,16.0
FADS00112,FAS0044,CP002,DR337,5,16.0
FADS00113,FAS0044,CP006,DR181,3,16.0
FADS00114,FAS0045,CP002,DR325,4,16.0
FADS00115,FAS0045,CP006,DR272,2,16.0
FADS00116,FAS0045,CP002,DR272,2,16.0
FADS00117,FAS0045,CP007,DR238,3,16.0
FADS00118,FAS0046,CP007,DR327,1,16.0
FADS00119,FAS0047,CP004,DR321,1,16.0
FADS00120,FAS0047,CP004,DR219,4,16.0
FADS00121,FAS0047,CP006,DR241,2,16.0
FADS00122,FAS0048,CP005,DR225,4,16.0
FADS00123,FAS0048,CP002,DR198,3,16.0
FADS00124,FAS0048,CP003,DR258,2,16.0
FADS00125,FAS0049,CP002,DR304,1,16.0
FADS00126,FAS0050,CP007,DR204,2,16.0
FADS00127,FAS0050,CP004,DR346,3,16.0
FADS00128,FAS0051,CP007,DR344,4,16.0
FADS00129,FAS0051,CP002,DR326,1,16.0
FADS00130,FAS0051,CP003,DR275,1,16.0
FADS00131,FAS0051,CP004,DR284,1,16.0
FADS00132,FAS0052,CP001,DR327,2,16.0
FADS00133,FAS0052,CP001,DR301,5,16.0
FADS00134,FAS0052,CP004,DR263,1,16.0
FADS00135,FAS0053,CP001,DR345,1,16.0
FADS00136,FAS0053,CP002,DR277,1,16.0
FADS00137,FAS0053,CP007,DR307,2,16.0
FADS00138,FAS0054,CP005,DR235,3,16.0
FADS00139,FAS0054,CP007,DR344,2,16.0
FADS00140,FAS0054,CP007,DR283,3,16.0
FADS00141,FAS0054,CP001,DR292,1,16.0
FADS00142,FAS0055,CP004,DR268,2,16.0
FADS00143,FAS0055,CP005,DR198,5,16.0
FADS00144,FAS0055,CP004,DR192,1,16.0
FADS00145,FAS0055,CP006,DR229,1,16.0
FADS00146,FAS0056,CP004,DR273,3,16.0
FADS00147,FAS0057,CP001,DR198,5,16.0
FADS00148,FAS0057,CP001,DR224,1,16.0
FADS00149,FAS0058,CP007,DR181,1,16.0
FADS00150,FAS0058,CP007,DR202,2,16.0
FADS00151,FAS0058,CP007,DR189,3,16.0
FADS00152,FAS0058,CP001,DR285,4,16.0
FADS00153,FAS0059,CP001,DR206,3,16.0
FADS00154,FAS0059,CP005,DR246,4,16.0
FADS00155,FAS0059,CP007,DR276,3,16.0
FADS00156,FAS0060,CP006,DR314,5,16.0
FADS00157,FAS0060,CP002,DR277,1,16.0
FADS00158,FAS0060,CP002,DR301,4,16.0
FADS00159,FAS0060,CP006,DR318,5,16.0
FADS00160,FAS0061,CP007,DR293,3,16.0
FADS00161,FAS0061,CP005,DR290,3,16.0
FADS00162,FAS0061,CP007,DR331,2,16.0
FADS00163,FAS0062,CP007,DR310,4,16.0
FADS00164,FAS0062,CP005,DR316,3,16.0
FADS00165,FAS0062,CP003,DR288,2,16.0
FADS00166,FAS0063,CP003,DR244,2,16.0
FADS00167,FAS0064,CP002,DR289,4,16.0
FADS00168,FAS0064,CP002,DR200,3,16.0
FADS00169,FAS0065,CP003,DR287,1,16.0
FADS00170,FAS0065,CP002,DR213,5,16.0
FADS00171,FAS0065,CP003,DR254,5,16.0
FADS00172,FAS0066,CP003,DR218,4,16.0
FADS00173,FAS0066,CP003,DR272,4,16.0
FADS00174,FAS0067,CP004,DR326,2,16.0
FADS00175,FAS0067,CP006,DR339,1,16.0
FADS00176,FAS0067,CP007,DR231,2,16.0
FADS00177,FAS0068,CP001,DR210,2,16.0
FADS00178,FAS0068,CP005,DR250,4,16.0
FADS00179,FAS0069,CP007,DR226,5,16.0
FADS00180,FAS0069,CP005,DR205,4,16.0
FADS00181,FAS0069,CP005,DR299,1,16.0
FADS00182,FAS0070,CP005,DR286,3,16.0
FADS00183,FAS0070,CP002,DR303,3,16.0
FADS00184,FAS0070,CP007,DR331,2,16.0
FADS00185,FAS0070,CP001,DR187,2,16.0
FADS00186,FAS0071,CP002,DR339,2,16.0
FADS00187,FAS0072,CP005,DR330,4,16.0
FADS00188,FAS0072,CP004,DR202,2,16.0
FADS00189,FAS0072,CP003,DR269,3,16.0
FADS00190,FAS0072,CP005,DR340,2,16.0
FADS00191,FAS0073,CP002,DR315,1,16.0
FADS00192,FAS0073,CP005,DR315,5,16.0
FADS00193,FAS0073,CP007,DR201,1,16.0
FADS00194,FAS0073,CP007,DR302,2,16.0
FADS00195,FAS0074,CP001,DR188,2,16.0
FADS00196,FAS0074,CP007,DR188,5,16.0
FADS00197,FAS0074,CP001,DR185,1,16.0
FADS00198,FAS0074,CP004,DR329,5,16.0
FADS00199,FAS0075,CP001,DR255,3,16.0
FADS00200,FAS0075,CP005,DR197,5,16.0
FADS00201,FAS0075,CP005,DR234,5,16.0
